#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         CS-17         CS-18         CS-19         CS-20         CS-21         CS-22         CS-23         CS-24         CS-25         CS-26         CS-27         CS-28         CS-29         CS-30         CS-31         CS-32         CS-33         CS-34         CS-35         CS-36         CS-37         CS-38         CS-39         CS-40         CS-41         CS-42         CS-43         CS-44         CS-45         CS-46         CS-47         CS-48         CS-49         CS-50         CS-51         CS-52         CS-53         CS-54         CS-55         CS-56         CS-57         CS-58         CS-59         CS-60         CS-61         CS-62         CS-63         CS-64         
0.400 2            0.999999        112.137         4243        408         588         965         1565114788    1485808777    2027897       0             5839762002    3600817425    37635065      1102800372    82234525      43486104      28937584      23592801      19849385      17261123      15207944      13584079      12250292      11153565      10229704      9450073       8774174       8190193       7679764       7228319       6822157       6465089       6140642       5854210       5586845       5344548       5122448       4920038       4722842       4553729       4385838       4238916       4096789       3963335       3840233       3723942       3615246       3509227       3413365       3319277       3230728       3147372       3068676       2990253       2916083       2843008       2770565       2696049       2626835       2546955       2462651       2370473       2264502       2146175       2011017       1855455       1679645       1482193       1266331       1039316       808254        584635        385828        222832        105808        37170         7262          
0.400 3            1               0.388343        171         1           2           6           5183430373    5159088845    3259          0             3382772497    2959101711    18833         4085652672    825079838     187453758     43530661      10301362      2506363       637042        171026        49186         15189         4935          1775          657           249           97            31            15            4             2             1             0             0             0             0             0             1             0             13            29            96            308           952           2469          6325          15047         33424         70330         138771        258502        449428        728203        1110540       1576762       2087299       2574915       2953150       3142708       3089111       2805703       2339089       1785971       1243023       782920        445483        225675        100934        39857         13522         3868          894           158           27            3             0             
0.300 0            0.999998        287.682         6395        794         1031        1540        1015905380    929776934     4443755       0             5540663948    3124263059    91754008      577845062     52139436      37378395      29241976      24020470      20259021      17467160      15336372      13645437      12286161      11164268      10241053      9454931       8776034       8190358       7682209       7221501       6829920       6467114       6142228       5851841       5589814       5341809       5119367       4915676       4728453       4552731       4392936       4238209       4094745       3959693       3840224       3721337       3615982       3513548       3410958       3319416       3236287       3151164       3072604       2996062       2926111       2858967       2792286       2728510       2672429       2613296       2559845       2506130       2455199       2401915       2350556       2293156       2235421       2163374       2080609       1976479       1839026       1667648       1449529       1187474       883697        561231        250530        
0.300 1            1               4.32041         2549        2           5           122         3700750736    3657817021    946666        0             2621643320    1990742163    5540266       2760639601    433322116     205740386     109754517     62871591      36076529      18419508      10235205      5697391       3166917       1758028       973072        539569        300616        168468        95133         56697         36549         25571         20979         26445         48575         98813         179162        280504        376885        436353        438031        384749        297844        209239        141974        109258        117152        168862        271831        437478        681249        1016997       1451525       1972770       2557578       3153589       3695376       4124264       4359315       4364413       4138414       3705167       3127090       2496534       1884600       1356326       943853        645509        440225        299080        195076        118297        62927         27417         9245          2070          232           
0.300 2            0.999999        99.3557         5417        369         573         1017        1738879499    1662106590    1635882       0             3600482354    2261808100    15757599      1279600673    88467960      43425579      26609275      22319683      18805475      16678553      14810797      13350599      12105807      11064529      10178786      9412792       8757582       8175142       7670411       7221595       6828290       6462753       6143051       5851347       5583448       5344500       5119463       4915550       4726121       4550102       4387787       4236210       4091633       3962442       3841632       3720449       3609454       3505856       3404480       3311192       3221770       3135074       3045272       2963577       2877502       2793500       2706666       2617665       2520582       2419869       2314484       2194163       2065207       1925149       1768832       1607135       1431429       1242936       1051875       858552        670912        494094        338182        206011        106762        41859         9442          
0.300 3            1               0.247917        194         0           1           3           5648150946    5628953624    8246          0             2443924122    2204442280    25840         4686137958    773516775     136712986     24482146      4449616       825119        158807        32258         7160          1704          454           121           22            12            1             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             2             4             19            82            209           661           1916          5271          13069         30878         67730         137634        261804        461005        755241        1139741       1595266       2061990       2446482       2654960       2633601       2367654       1924304       1404169       911527        522399        261325        111251        40480         11899         2683          491           56            3             
0.200 0            0.999998        231.287         7476        730         1017        1658        1291669997    1208299656    3500370       0             2709807781    1537696291    28826740      871606693     47136463      33925973      26949234      22694509      19516856      17060764      15106002      13516901      12216827      11130316      10217491      9438911       8772095       8185111       7683407       7227895       6824278       6464193       6140687       5851448       5581885       5344251       5122127       4911541       4727243       4552085       4390154       4233822       4095289       3964283       3839626       3723423       3612822       3510240       3414816       3321853       3233819       3149505       3069319       2996343       2922481       2853560       2784615       2720900       2658306       2593227       2527062       2461030       2389724       2310833       2226578       2130829       2018232       1896909       1752963       1587356       1404357       1204336       986895        762173        540766        330675        145690        
0.200 1            1               2.61124         3118        1           2           67          4416571918    4384107995    526784        0             1644752251    1346051869    1409785       3597686818    382959273     185860261     97976211      55614916      32239640      12911037      6603938       3372341       1697743       851995        415900        208826        104647        52059         26038         13512         8503          6428          4827          3642          4419          11471         31497         72391         133165        201826        249318        253324        214181        151540        90962         48226         24236         16281         19266         32013         57663         103941        183012        307112        493765        761958        1113963       1554307       2057499       2581866       3062120       3436568       3629880       3606342       3352577       2911142       2354719       1770653       1236667       804530        490874        279707        146678        67958         26043         6773          930           
0.200 2            0.999999        88.0726         7186        321         578         1164        2075179459    2002680346    1782999       0             2033349895    1330486868    7378949       1641815769    87710829      39116168      21555763      19640130      16286164      15248338      13565226      12592669      11474712      10666026      9857034       9213131       8594763       8069954       7583373       7172509       6778939       6436611       6122856       5831938       5570685       5333004       5109270       4905736       4716669       4545347       4380177       4225115       4086525       3943742       3818319       3695309       3579536       3464214       3358263       3253160       3145547       3045028       2940085       2836213       2731435       2622252       2512354       2397400       2274180       2149489       2017806       1885108       1743745       1597038       1445936       1292898       1137054       984356        830556        681782        541544        407843        289417        188055        105903        46440         12022         
0.200 3            1               0.154108        236         0           1           2           6231180013    6218293839    33566         0             1595479237    1492529991    54919         5480720579    645896133     78539692      9611620       1186839       149270        18929         2618          384           50            11            1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             2             12            42            158           436           1587          4459          11754         29382         67176         142986        277600        495025        805031        1192835       1603088       1937037       2092295       2009188       1696070       1243125       779550        411845        176578        59319         14738         2389          180           
0.100 0            0.999999        161.395         13673       587         1049        2126        1898485559    1822030103    4306906       0             984809152     579208205     7269956       1528925511    36223297      25464461      20476267      18088456      16238561      14756113      13472904      12365850      11404703      10548467      9802422       9143391       8551516       8031361       7562440       7143639       6769785       6428660       6110627       5827668       5566061       5331407       5109073       4910743       4722091       4545713       4381479       4229011       4087687       3952510       3828179       3710959       3595662       3487884       3380583       3282640       3184876       3087948       2995832       2898476       2808950       2712970       2617336       2520477       2418676       2314963       2203447       2089693       1969513       1843731       1716845       1582462       1441693       1297464       1152091       1005742       857102        713477        570180        434913        308568        191992        88361         
0.100 1            1               1.41463         4292        0           0           13          5669352819    5652674819    619997        0             796065982     720143011     604221        5112041033    265594507     131814841     67515563      37102698      24450754      5377885       2480511       1142181       496517        220669        79418         34457         14823         6200          2596          985           502           476           579           511           239           110           344           1868          7371          22351         48140         75256         86661         74134         46702         22723         9050          3451          1637          1074          883           947           1613          2933          6212          13097         26170         51879         96323         171757        292574        471214        721645        1042118       1420694       1813871       2158102       2388276       2438870       2279106       1922793       1447824       952777        530199        234833        74618         12674         
