#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         CS-17         CS-18         CS-19         CS-20         CS-21         CS-22         CS-23         CS-24         CS-25         CS-26         CS-27         CS-28         CS-29         CS-30         CS-31         CS-32         CS-33         CS-34         CS-35         CS-36         CS-37         CS-38         CS-39         CS-40         CS-41         CS-42         CS-43         CS-44         CS-45         CS-46         CS-47         CS-48         CS-49         CS-50         CS-51         CS-52         CS-53         CS-54         CS-55         CS-56         CS-57         CS-58         CS-59         CS-60         CS-61         CS-62         CS-63         CS-64         
0.400 2            0.999998        294.038         8804        1049        1457        2274        1609869968    1516463281    74048683      0             10969522471   7544249842    2509679832    1135099282    91075838      45957315      30323922      24101849      20124206      17366897      15258852      13608735      12266054      11160056      10230889      9451570       8773306       8186239       7683266       7222213       6827715       6467902       6143712       5852795       5586706       5340583       5119122       4914707       4724525       4547787       4391461       4237631       4098324       3966865       3840737       3721706       3613954       3511603       3412963       3318431       3232737       3149913       3063611       2986001       2912734       2838290       2770733       2695226       2618442       2532462       2447010       2347576       2232349       2101686       1950247       1778765       1586352       1369991       1141629       905340        675088        465755        289153        155555        68051         21736         3818          
0.400 3            1               2.98244         1194        7           13          29          5012287914    4986572311    23491904      0             4753977247    4330004638    313300269     3855933270    846799417     210140053     52069478      13136322      3393565       907884        254142        75075         23906         7960          2806          1027          401           161           45            29            12            3             3             1             0             0             0             2             5             10            31            112           302           908           2425          5794          13966         30220         62920         122070        224757        389599        632747        967503        1391538       1871182       2350643       2760720       3035913       3115711       2984634       2674176       2223921       1719154       1226476       800625        476708        256362        122530        52085         18950         5778          1466          353           55            3             0             
0.300 0            0.999994        793.247         13070       2026        2544        3614        998345644     897148634     68904816      0             11131891884   6832945959    2583751180    537495358     69733651      41275997      30216523      24343262      20378515      17520880      15347613      13657309      12284549      11174448      10241981      9451838       8774196       8191164       7675594       7228864       6824949       6470161       6146547       5852644       5586230       5345053       5119660       4917312       4729665       4549845       4388920       4239534       4095367       3964471       3838841       3725251       3614199       3512873       3413681       3317794       3234058       3150383       3072970       2994575       2926882       2860750       2791966       2730358       2668496       2615292       2559760       2508314       2453196       2404795       2353409       2301062       2244802       2179522       2097712       1992413       1853688       1671301       1433693       1141443       807286        470378        182401        
0.300 1            1               19.3461         6539        28          81          379         3585455642    3542031405    39873949      0             3562452325    3148926358    333487598     2563130975    481056713     221468629     117266986     66747487      38211525      20271077      11342189      6373757       3576980       2008984       1125398       635032        355723        200416        114757        67692         41656         28261         22411         26980         45524         84367         144943        220148        289526        334483        341277        311693        265282        225447        214388        249355        341789        502176        738125        1059043       1459388       1934822       2462110       3001184       3503139       3911428       4167590       4238226       4102578       3777460       3310770       2745634       2157674       1613464       1148231       793827        542174        377468        269845        194280        136488        87204         48162         21725         7545          1796          236           
0.300 2            0.999998        306.383         11552       1110        1588        2566        1773098487    1682536502    72984299      0             6551089509    4699418149    1348514877    1286456547    106145957     49030774      29580634      23461322      19513596      17019136      15020790      13473063      12179148      11108422      10202901      9428358       8764789       8179693       7677296       7220307       6824598       6467603       6145062       5852999       5584429       5342138       5118334       4917865       4726918       4551768       4389000       4234989       4093921       3959840       3838519       3719616       3609230       3504773       3408278       3314436       3218648       3135261       3044190       2960420       2875727       2789027       2700452       2604965       2506879       2396866       2277030       2146470       2003272       1847270       1676123       1492076       1303172       1099907       901069        706997        526830        367277        233022        131069        61487         21678         4254          
0.300 3            1               2.68264         1444        5           12          32          5342272837    5321187307    19397894      0             3162163139    2930269595    165908903     4229238555    873347873     172689304     34288536      6901492       1408821       294745        63550         14528         3401          861           216           59            15            5             0             0             1             0             0             0             0             0             0             0             0             0             1             2             2             10            34            108           342           1174          3024          7786          18702         42321         87284         169736        306524        513228        801129        1168540       1587889       2024992       2413733       2682316       2763222       2618720       2268064       1777457       1247540       772963        422436        200828        82116         28333         8070          1889          321           38            1             
0.200 0            0.999993        897.077         15566       2388        3058        4482        1264796664    1166722083    67066540      0             5982136680    3834008861    1241315395    793610985     84189607      43730120      29763746      23841689      20034658      17329575      15248496      13598736      12266575      11156851      10231152      9447538       8775235       8190295       7675312       7233053       6824193       6468139       6146065       5853637       5584130       5343355       5116607       4916366       4721407       4552196       4390134       4236623       4095775       3964553       3839538       3721821       3617029       3512003       3412944       3316785       3234269       3152474       3071531       2994577       2925576       2855947       2792154       2723428       2662742       2600659       2536135       2469661       2399973       2324247       2237881       2135932       2020005       1884264       1719784       1534207       1322320       1091876       851128        613847        395808        211527        77789         
0.200 1            1               20.4625         8804        22          74          439         4102186884    4068198572    31034489      0             2111006396    1912761313    149202680     3089789674    503855694     224121792     113791592     63103293      35348738      15774851      8126353       4198515       2155972       1103297       558975        285905        146869        74305         38373         20083         11771         7779          5690          4760          6548          15177         34325         70699         119001        169930        203729        208482        183265        144091        109521        93925         104112        141592        209987        314455        465308        667852        929993        1256881       1633523       2047294       2461887       2849450       3149862       3336326       3369139       3228664       2934489       2516275       2031622       1541864       1101546       743590        484211        311198        199783        129293        77989         42037         17796         5143          749           
0.200 2            0.999997        344.188         14718       1266        1877        3164        2097057407    2011846080    68522471      0             3487588067    2652503440    577446359     1604763941    124492531     51596088      27096263      21888394      17864767      16075652      14236199      12989282      11811706      10872270      10029783      9321590       8684803       8124234       7635705       7207094       6808738       6458053       6133086       5842123       5580885       5339824       5113696       4909171       4721184       4547013       4382998       4229345       4083392       3947082       3818617       3699435       3579389       3467715       3357560       3246634       3137852       3027795       2923161       2816019       2696425       2580350       2460072       2327684       2197712       2052518       1905879       1753362       1593741       1431522       1266627       1101131       938669        779248        631329        493762        369788        262114        172674        103522        52676         20715         4818          
0.200 3            1               3.0267          2384        2           10          38          5761321091    5746537826    13095000      0             1944707316    1792664263    91900394      4674131941    918391467     129333613     19368076      2889111       435003        65757         10160         1577          262           40            6             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             2             9             25            78            303           991           2801          7744          18954         43107         90765         175260        313402        528207        827026        1206397       1616906       1980041       2179016       2139544       1862467       1439740       999321        626120        353445        176013        74243         24755         6276          1033          85            
0.100 0            0.99999         1183.48         28702       3360        4446        6814        1830060661    1740748726    59431103      0             2240465729    1566616434    337874980     1332216570    121646447     51814218      28620805      22033459      18438369      16216764      14499472      13093993      11916081      10930398      10086356      9345905       8706886       8141923       7648304       7212187       6812295       6459245       6138330       5844909       5588165       5339141       5116641       4913449       4724130       4552707       4385830       4236519       4093923       3956290       3834814       3714047       3603685       3495488       3390800       3294273       3197902       3102419       3003522       2910775       2811469       2714126       2612454       2504378       2390312       2269132       2143800       2005738       1864295       1714649       1553293       1395515       1227215       1064143       898082        741732        594329        457680        336522        231357        144946        78197         29861         
0.100 1            1               26.5223         20609       8           52          612         4878274207    4857878718    17837663      0             947675781     873829121     41783062      3866251164    553280469     227308513     104913367     54350766      31558426      9129756       4188709       1924142       864747        388083        161575        72113         31775         13667         6010          2589          1312          867           867           761           545           670           1858          5845          15764         34429         60245         84758         93233         82684         60538         41878         33167         33848         42763         57779         81949         117336        169035        241413        338679        460001        610076        793083        1004995       1252991       1530915       1809016       2041968       2172502       2165884       2016424       1757020       1426558       1095458       793726        542157        347290        207854        115803        56444         21437         4511          
